2017-11-01T10:31:03.890+0530 I NETWORK  [conn34] received client metadata from 127.0.0.1:52904 conn34: { driver: { name: "PyMongo", version: "3.5.1" }, os: { type: "Windows", name: "Windows 2012ServerR2", architecture: "AMD64", version: "6.3.9600-" }, platform: "CPython 2.7.13.final.0" }
2017-11-01T10:31:03.890+0530 I -        [conn34] end connection 127.0.0.1:52904 (4 connections now open)
2017-11-01T10:31:03.890+0530 I -        [conn33] end connection 127.0.0.1:52903 (3 connections now open)
2017-11-01T10:32:37.134+0530 I -        [conn32] end connection 127.0.0.1:52899 (2 connections now open)
2017-11-01T10:38:28.343+0530 I NETWORK  [thread1] connection accepted from 127.0.0.1:52941 #35 (2 connections now open)
2017-11-01T10:38:28.344+0530 I NETWORK  [conn35] received client metadata from 127.0.0.1:52941 conn35: { driver: { name: "PyMongo", version: "3.5.1" }, os: { type: "Windows", name: "Windows 2012ServerR2", architecture: "AMD64", version: "6.3.9600-" }, platform: "CPython 2.7.13.final.0" }
2017-11-01T10:38:28.357+0530 I NETWORK  [thread1] connection accepted from 127.0.0.1:52945 #36 (3 connections now open)
2017-11-01T10:38:28.357+0530 I NETWORK  [conn36] received client metadata from 127.0.0.1:52945 conn36: { driver: { name: "PyMongo", version: "3.5.1" }, os: { type: "Windows", name: "Windows 2012ServerR2", architecture: "AMD64", version: "6.3.9600-" }, platform: "CPython 2.7.13.final.0" }
2017-11-01T10:38:28.359+0530 I NETWORK  [thread1] connection accepted from 127.0.0.1:52946 #37 (4 connections now open)
2017-11-01T10:38:28.359+0530 I NETWORK  [conn37] received client metadata from 127.0.0.1:52946 conn37: { driver: { name: "PyMongo", version: "3.5.1" }, os: { type: "Windows", name: "Windows 2012ServerR2", architecture: "AMD64", version: "6.3.9600-" }, platform: "CPython 2.7.13.final.0" }
2017-11-01T10:38:28.360+0530 I -        [conn37] end connection 127.0.0.1:52946 (4 connections now open)
2017-11-01T10:38:28.360+0530 I -        [conn36] end connection 127.0.0.1:52945 (3 connections now open)
2017-11-01T10:39:48.687+0530 I ASIO     [NetworkInterfaceASIO-RS-0] Connecting to localhost:27017
2017-11-01T10:39:49.693+0530 I ASIO     [NetworkInterfaceASIO-RS-0] Successfully connected to localhost:27017, took 1006ms (3 connections now open to localhost:27017)
2017-11-01T10:40:48.688+0530 I ASIO     [NetworkInterfaceASIO-RS-0] Ending idle connection to host localhost:27017 because the pool meets constraints; 2 connections to that host remain open
2017-11-01T10:43:48.713+0530 I ASIO     [NetworkInterfaceASIO-RS-0] Connecting to localhost:27017
2017-11-01T10:43:49.712+0530 I ASIO     [NetworkInterfaceASIO-RS-0] Successfully connected to localhost:27017, took 999ms (3 connections now open to localhost:27017)
2017-11-01T10:44:48.714+0530 I ASIO     [NetworkInterfaceASIO-RS-0] Ending idle connection to host localhost:27017 because the pool meets constraints; 2 connections to that host remain open
